neuron_id,explanation_1,explanation_2
layer_10_neuron_73,Strongly activates for proteins with moderate to high instability indices involved in metabolic processes.,"""Strongly activates for proteins with high instability indices and varying hydrophobic properties."""
layer_10_neuron_79,Strongly activates for mitochondrial proteins involved in amino acid catabolic processes with moderate to high instability indices.,Strongly activates for mitochondrial proteins with specific catalytic activities and negative gravy scores.
layer_10_neuron_78,Strongly activates for proteins involved in biosynthesis pathways with moderate to high instability indices and varying isoelectric points.,Strongly activates for proteins involved in biosynthesis with varying molecular weights and distinct functions such as hydrolase activity and trehalose biosynthesis.
layer_10_neuron_81,Strongly activates for proteins with high charge at pH 7 and significant helix content.,Strongly activates for proteins with high charge at pH 7 and significant alpha-helix fractions.
layer_10_neuron_76,Strongly activates for multi-pass membrane proteins involved in peptidoglycan biosynthetic processes.,Strongly activates for multi-pass membrane proteins involved in peptidoglycan biosynthetic processes with high isoelectric points.
layer_10_neuron_80,Strongly activates for secreted proteins with GRAVY scores less than -0.4.,"""Strongly activates for proteins with high molecular weight and significant negative gravy scores."""
layer_10_neuron_83,"""Strongly activates for proteins with high molecular weights and negative GRAVY scores.""",Strongly activates for transcription factors with high isoelectric points and negative gravy scores.
layer_10_neuron_86,Strongly activates for proteins with ATP binding functionality and negative gravy scores.,Strongly activates for proteins with ATP binding functions and moderate to high molecular weights.
layer_10_neuron_82,Strongly activates for proteins with high molecular weight and significant helix fraction.,Strongly activates for proteins with high molecular weight and negative gravy scores.
layer_10_neuron_90,Strongly activates for multi-pass membrane proteins with high isoelectric points and significant sheet fractions.,Strongly activates for multi-pass membrane proteins with high isoelectric points and a significant proportion of beta-sheet structures.
layer_10_neuron_84,Strongly activates for proteins with diverse functions involved in metabolic processes and significant helix and sheet fractions.,"Strongly activates for proteins with a significant presence of helical and sheet secondary structures, involved in enzymatic and binding activities."
layer_10_neuron_89,Strongly activates for proteins involved in DNA replication and repair processes.,Strongly activates for proteins with DNA binding functions involved in DNA replication and repair processes.
layer_10_neuron_92,"""Strongly activates for proteins with a high charge at pH 7 and a predominance of sheet structures.""","Strongly activates for proteins with a high molecular weight and specific functions in metabolic processes, particularly those with moderate to high helix and sheet fractions."
layer_10_neuron_85,Strongly activates for single-pass membrane proteins involved in mitochondrial electron transport with negative gravy scores.,Strongly activates for single-pass membrane proteins involved in mitochondrial electron transport with negative gravy scores.
layer_10_neuron_96,Strongly activates for multi-pass membrane proteins involved in thiamine biosynthesis.,Strongly activates for multi-pass membrane proteins involved in thiamine biosynthesis processes.
layer_10_neuron_88,Strongly activates for proteins with high molecular weights and negative gravy scores.,Strongly activates for proteins with high molecular weight and significant negative gravy scores.
layer_10_neuron_94,Strongly activates for various DNA gyrase subunit B proteins with negative gravy scores and high charge at pH 7.,Strongly activates for DNA gyrase subunit B proteins involved in ATP-dependent DNA supercoiling.
layer_10_neuron_99,"Strongly activates for proteins with notable charge at pH 7 and varying helix, turn, and sheet fractions.","Strongly activates for proteins with high charge at pH 7 and significant helices, turns, and sheets."
layer_10_neuron_103,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with negative gravy scores and high charge at pH 7.
layer_10_neuron_108,Strongly activates for mitochondrial proteins with negative gravy scores and high amino acid charge at pH 7.,Strongly activates for proteins with high charge at pH 7 and significant sheet fraction.
layer_10_neuron_100,Strongly activates for proteins with high instability indices and low gravy scores.,Strongly activates for sequences with high instability indexes and significant proportions of helical and sheet structures.
layer_10_neuron_93,Strongly activates for mitochondrial proteins with negative gravy scores.,Strongly activates for proteins with high molecular weight and significant charge at pH 7.
